Method,LOC,V,v(G),MI
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilder,"16,623",72,,
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilder.BuilderProviderTestImpl,98,3,,
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilder.CombinedConfigurationTestImpl,8,0,,
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilder.ConstantConfigurationBuilder,57,2,,
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilder.EntityResolverWithPropertiesTestImpl,162,6,,
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilder.FileSystemTestImpl,8,0,,
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilder.ReadThread,171,3,,
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilder.TestLookup,104,2,,
org.apache.commons.configuration2.builder.combined.TestCombinedConfigurationBuilderVFS,251,2,,
org.apache.commons.configuration2.builder.combined.TestConfigurationDeclaration,"1,245",8,,
org.apache.commons.configuration2.builder.combined.TestFileExtensionConfigurationBuilderProvider,"1,021",12,,
org.apache.commons.configuration2.builder.combined.TestMultiFileBuilderParametersImpl,809,8,,
org.apache.commons.configuration2.builder.combined.TestMultiFileConfigurationBuilder,"3,662",20,,
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean,"1,843",16,,
org.apache.commons.configuration2.builder.combined.TestMultiWrapDynaBean.WrappedBeanTestImpl,194,6,,
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilder,768,6,,
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased,"3,564",20,,
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.ConstantConfigurationBuilder,57,2,,
org.apache.commons.configuration2.builder.combined.TestReloadingCombinedConfigurationBuilderFileBased.ReloadThread,349,4,,
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder,"1,445",9,,
org.apache.commons.configuration2.builder.combined.TestReloadingMultiFileConfigurationBuilder.ReloadingMultiFileConfigurationBuilderTestImpl,144,4,,
org.apache.commons.configuration2.builder.fluent.Configurations,"1,237",39,,
org.apache.commons.configuration2.builder.fluent.Parameters,855,17,,
org.apache.commons.configuration2.builder.fluent.Parameters.ParametersIfcInvocationHandler,149,4,,
org.apache.commons.configuration2.builder.fluent.TestConfigurations,"2,720",38,,
org.apache.commons.configuration2.builder.fluent.TestParameters,"3,515",26,,
org.apache.commons.configuration2.convert.AbstractListDelimiterHandler,774,15,,
org.apache.commons.configuration2.convert.DefaultConversionHandler,"1,806",33,,
org.apache.commons.configuration2.convert.DefaultListDelimiterHandler,925,16,,
org.apache.commons.configuration2.convert.DisabledListDelimiterHandler,89,3,,
org.apache.commons.configuration2.convert.LegacyListDelimiterHandler,"1,649",24,,
org.apache.commons.configuration2.convert.PropertyConverter,"7,730",99,,
org.apache.commons.configuration2.convert.TestDefaultConversionHandler,"3,033",29,,
org.apache.commons.configuration2.convert.TestDefaultListDelimiterHandler,"1,002",17,,
org.apache.commons.configuration2.convert.TestDisabledListDelimiterHandler,"1,315",16,,
org.apache.commons.configuration2.convert.TestPropertyConverter,"1,437",25,,
org.apache.commons.configuration2.event.AbstractEventListenerTestImpl,401,8,,
org.apache.commons.configuration2.event.AbstractTestConfigurationEvents,"1,165",9,,
org.apache.commons.configuration2.event.BaseEventSource,"1,114",26,,
org.apache.commons.configuration2.event.ConfigurationErrorEvent,293,5,,
org.apache.commons.configuration2.event.ConfigurationEvent,483,4,,
org.apache.commons.configuration2.event.ErrorListenerTestImpl,122,2,,
org.apache.commons.configuration2.event.Event,388,5,,
org.apache.commons.configuration2.event.EventListenerList,"1,686",22,,
org.apache.commons.configuration2.event.EventListenerList.EventListenerIterator,615,13,,
org.apache.commons.configuration2.event.EventListenerRegistrationData,419,9,,
org.apache.commons.configuration2.event.EventListenerTestImpl,118,2,,
org.apache.commons.configuration2.event.EventType,380,9,,
org.apache.commons.configuration2.event.TestConfigurationEventTypes,"1,030",22,,
org.apache.commons.configuration2.event.TestDatabaseConfigurationEvents,114,3,,
org.apache.commons.configuration2.event.TestEvent,113,3,,
org.apache.commons.configuration2.event.TestEventListenerList,"4,994",38,,
org.apache.commons.configuration2.event.TestEventListenerList.EventBase,85,2,,
org.apache.commons.configuration2.event.TestEventListenerList.EventSub1,59,1,,
org.apache.commons.configuration2.event.TestEventListenerList.EventSub2,59,1,,
org.apache.commons.configuration2.event.TestEventListenerList.ListenerTestImpl,187,3,,
org.apache.commons.configuration2.event.TestEventSource,"3,606",21,,
org.apache.commons.configuration2.event.TestEventSource.CountingEventSource,138,2,,
org.apache.commons.configuration2.event.TestEventType,68,2,,
org.apache.commons.configuration2.event.TestHierarchicalConfigurationEvents,882,7,,
org.apache.commons.configuration2.event.TestMapConfigurationEvents,18,1,,
org.apache.commons.configuration2.event.TestPropertiesConfigurationEvents,15,1,,
org.apache.commons.configuration2.event.TestSubsetConfigurationEvents,26,1,,
org.apache.commons.configuration2.event.TestXMLConfigurationEvents,15,1,,
org.apache.commons.configuration2.ex.ConfigurationException,100,4,,
org.apache.commons.configuration2.ex.ConfigurationRuntimeException,129,5,,
org.apache.commons.configuration2.ex.ConversionException,100,4,,
org.apache.commons.configuration2.interpol.ConfigurationInterpolator,"2,115",44,,
org.apache.commons.configuration2.interpol.ConstantLookup,564,8,,
org.apache.commons.configuration2.interpol.DefaultLookups,85,3,,
org.apache.commons.configuration2.interpol.DummyLookup,13,1,,
org.apache.commons.configuration2.interpol.EnvironmentLookup,18,1,,
org.apache.commons.configuration2.interpol.ExprLookup,"1,620",22,,
org.apache.commons.configuration2.interpol.ExprLookup.Variable,310,8,,
org.apache.commons.configuration2.interpol.ExprLookup.Variables,129,4,,
org.apache.commons.configuration2.interpol.InterpolatorSpecification,802,5,,
org.apache.commons.configuration2.interpol.InterpolatorSpecification.Builder,551,16,,
org.apache.commons.configuration2.interpol.SystemPropertiesLookup,36,1,,
org.apache.commons.configuration2.interpol.TestConfigurationInterpolator,"5,675",47,,
org.apache.commons.configuration2.interpol.TestConstantLookup,542,11,,
org.apache.commons.configuration2.interpol.TestDummyLookup,46,1,,
org.apache.commons.configuration2.interpol.TestEnvironmentLookup,156,4,,
org.apache.commons.configuration2.interpol.TestExprLookup,"1,275",7,,
org.apache.commons.configuration2.interpol.TestExprLookup.Utility,41,3,,
org.apache.commons.configuration2.interpol.TestInterpolatorSpecification,"1,589",15,,
org.apache.commons.configuration2.interpol.TestSystemPropertiesLookup,140,4,,
org.apache.commons.configuration2.io.AbsoluteNameLocationStrategy,85,3,,
org.apache.commons.configuration2.io.BasePathLocationStrategy,79,3,,
org.apache.commons.configuration2.io.ClasspathLocationStrategy,38,2,,
org.apache.commons.configuration2.io.CombinedLocationStrategy,202,7,,
org.apache.commons.configuration2.io.ConfigurationLogger,491,18,,
org.apache.commons.configuration2.io.DefaultFileSystem,"2,154",26,,
org.apache.commons.configuration2.io.DefaultFileSystem.HttpOutputStream,356,9,,
org.apache.commons.configuration2.io.FileHandler,"7,139",122,,
org.apache.commons.configuration2.io.FileHandler.Updater,112,2,,
org.apache.commons.configuration2.io.FileHandlerListenerAdapter,26,5,,
org.apache.commons.configuration2.io.FileLocator,"1,267",14,,
org.apache.commons.configuration2.io.FileLocator.FileLocatorBuilder,350,10,,
org.apache.commons.configuration2.io.FileLocatorUtils,"3,530",51,,
org.apache.commons.configuration2.io.FileSystem,229,5,,
org.apache.commons.configuration2.io.FileSystemLocationStrategy,34,1,,
org.apache.commons.configuration2.io.FileUtils,773,8,,
org.apache.commons.configuration2.io.HomeDirectoryLocationStrategy,414,12,,
org.apache.commons.configuration2.io.ProvidedURLLocationStrategy,18,1,,
org.apache.commons.configuration2.io.TestAbsoluteNameLocationStrategy,341,5,,
org.apache.commons.configuration2.io.TestBasePathLocationStrategy,442,6,,
org.apache.commons.configuration2.io.TestClasspathLocationStrategy,330,4,,
org.apache.commons.configuration2.io.TestCombinedLocationStrategy,"1,201",18,,
org.apache.commons.configuration2.io.TestConfigurationLogger,"1,503",17,,
org.apache.commons.configuration2.io.TestDefaultFileSystem,138,4,,
org.apache.commons.configuration2.io.TestFileHandler,"15,970",101,,
org.apache.commons.configuration2.io.TestFileHandler.FileBasedFileLocatorAwareTestImpl,188,4,,
org.apache.commons.configuration2.io.TestFileHandler.FileBasedInputStreamSupportTestImpl,113,2,,
org.apache.commons.configuration2.io.TestFileHandler.FileBasedTestImpl,116,4,,
org.apache.commons.configuration2.io.TestFileHandler.FileHandlerListenerTestImpl,341,8,,
org.apache.commons.configuration2.io.TestFileLocator,"2,200",10,,
org.apache.commons.configuration2.io.TestFileLocatorUtils,"4,832",39,,
org.apache.commons.configuration2.io.TestFileSystemLocationStrategy,239,2,,
org.apache.commons.configuration2.io.TestHomeDirectoryLocationStrategy,889,8,,
org.apache.commons.configuration2.io.TestProvidedURLLocationStrategy,211,3,,
org.apache.commons.configuration2.io.VFSFileSystem,"3,541",38,,
org.apache.commons.configuration2.io.VFSFileSystem.VFSURLStreamHandler,62,2,,
org.apache.commons.configuration2.io.VerifiableOutputStream,20,0,,
org.apache.commons.configuration2.plist.AbstractTestPListEvents,255,2,,
org.apache.commons.configuration2.plist.PropertyListConfiguration,"6,056",41,,
org.apache.commons.configuration2.plist.PropertyListConfiguration.DateComponentParser,230,4,,
org.apache.commons.configuration2.plist.PropertyListConfiguration.DateFieldParser,369,4,,
org.apache.commons.configuration2.plist.PropertyListConfiguration.DateSeparatorParser,188,4,,
org.apache.commons.configuration2.plist.PropertyListConfiguration.DateTimeZoneParser,345,3,,
org.apache.commons.configuration2.plist.TestPropertyListConfiguration,"5,329",32,,
org.apache.commons.configuration2.plist.TestPropertyListConfigurationEvents,87,1,,
org.apache.commons.configuration2.plist.TestPropertyListParser,830,4,,
org.apache.commons.configuration2.plist.TestXMLPropertyListConfiguration,"6,236",34,,
org.apache.commons.configuration2.plist.TestXMLPropertyListConfigurationEvents,87,1,,
org.apache.commons.configuration2.plist.XMLPropertyListConfiguration,"6,600",39,,
org.apache.commons.configuration2.plist.XMLPropertyListConfiguration.ArrayNodeBuilder,55,2,,
org.apache.commons.configuration2.plist.XMLPropertyListConfiguration.PListNodeBuilder,857,16,,
org.apache.commons.configuration2.plist.XMLPropertyListConfiguration.XMLPropertyListHandler,"1,357",27,,
org.apache.commons.configuration2.reloading.AlwaysReloadingDetector,25,2,,
org.apache.commons.configuration2.reloading.CombinedReloadingController,465,8,,
org.apache.commons.configuration2.reloading.CombinedReloadingController.MultiReloadingControllerDetector,136,6,,
org.apache.commons.configuration2.reloading.FileHandlerReloadingDetector,912,21,,
org.apache.commons.configuration2.reloading.ManagedReloadingDetector,100,3,,
org.apache.commons.configuration2.reloading.PeriodicReloadingTrigger,629,16,,
org.apache.commons.configuration2.reloading.RandomReloadingDetector,44,2,,
org.apache.commons.configuration2.reloading.ReloadingController,425,12,,
org.apache.commons.configuration2.reloading.ReloadingEvent,123,3,,
org.apache.commons.configuration2.reloading.TestCombinedReloadingController,"1,013",16,,
org.apache.commons.configuration2.reloading.TestFileHandlerReloadingDetector,"1,420",9,,
org.apache.commons.configuration2.reloading.TestFileHandlerReloadingDetector.FileHandlerReloadingDetectorTestImpl,91,3,,
org.apache.commons.configuration2.reloading.TestManagedReloadingDetector,144,4,,
org.apache.commons.configuration2.reloading.TestPeriodicReloadingTrigger,"1,290",15,,
org.apache.commons.configuration2.reloading.TestReloadingController,"1,258",13,,
org.apache.commons.configuration2.reloading.TestVFSFileHandlerReloadingDetector,945,9,,
org.apache.commons.configuration2.reloading.VFSFileHandlerReloadingDetector,565,9,,
org.apache.commons.configuration2.resolver.CatalogResolver,"3,237",18,,
org.apache.commons.configuration2.resolver.CatalogResolver.Catalog,"1,278",12,,
org.apache.commons.configuration2.resolver.CatalogResolver.CatalogManager,361,11,,
org.apache.commons.configuration2.resolver.DefaultEntityResolver,305,6,,
org.apache.commons.configuration2.spring.ConfigurationPropertiesFactoryBean,653,22,,
org.apache.commons.configuration2.spring.ConfigurationPropertySource,160,5,,
org.apache.commons.configuration2.spring.TestConfigurationPropertiesFactoryBean,"1,015",11,,
org.apache.commons.configuration2.spring.TestConfigurationPropertySource,220,2,,
org.apache.commons.configuration2.spring.TestConfigurationPropertySource.Config,57,1,,
org.apache.commons.configuration2.sync.LockMode,2,0,,
org.apache.commons.configuration2.sync.NoOpSynchronizer,22,4,,
org.apache.commons.configuration2.sync.ReadWriteSynchronizer,172,8,,
org.apache.commons.configuration2.sync.TestReadWriteSynchronizer,"1,882",9,,
org.apache.commons.configuration2.sync.TestReadWriteSynchronizer.Account,44,2,,
org.apache.commons.configuration2.sync.TestReadWriteSynchronizer.ReaderThread,240,5,,
org.apache.commons.configuration2.sync.TestReadWriteSynchronizer.UpdateThread,391,4,,
org.apache.commons.configuration2.test.HsqlDB,745,9,,
org.apache.commons.configuration2.tree.AbstractCombinerTest,335,3,,
org.apache.commons.configuration2.tree.AbstractImmutableNodeHandler,638,17,,
org.apache.commons.configuration2.tree.AbstractImmutableNodeHandlerTest,"3,442",31,,
org.apache.commons.configuration2.tree.AbstractImmutableNodeHandlerTest.DummyNodeMatcher,24,1,,
org.apache.commons.configuration2.tree.ConfigurationNodeVisitorAdapter,30,3,,
org.apache.commons.configuration2.tree.DefaultConfigurationKey,"5,871",53,,
org.apache.commons.configuration2.tree.DefaultConfigurationKey.KeyIterator,"2,294",35,,
org.apache.commons.configuration2.tree.DefaultExpressionEngine,"1,955",31,,
org.apache.commons.configuration2.tree.DefaultExpressionEngineSymbols,"1,530",13,,
org.apache.commons.configuration2.tree.DefaultExpressionEngineSymbols.Builder,296,9,,
org.apache.commons.configuration2.tree.ImmutableNode,"2,667",31,,
org.apache.commons.configuration2.tree.ImmutableNode.Builder,976,29,,
org.apache.commons.configuration2.tree.InMemoryNodeModel,"8,918",110,,
org.apache.commons.configuration2.tree.MergeCombiner,882,16,,
